State Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver License Status,Alcohol Involvement,Accident Location Details
Manipur,2021,July,Tuesday,16:37,Serious,1,Cycle,10,2,Stormy,National Highway,Wet,Daylight,Signs,101,49,Valid,Yes,Straight Road
Himachal Pradesh,2023,September,Sunday,19:16,Fatal,2,Truck,8,5,Rainy,National Highway,Under Construction,Dusk,Police Checkpost,86,36,Expired,Yes,Straight Road
Uttarakhand,2019,February,Saturday,03:49,Fatal,5,Two-Wheeler,10,1,Clear,National Highway,Damaged,Dark,None,60,16,Expired,Yes,Bridge
Kerala,2021,May,Wednesday,01:25,Serious,5,Truck,12,1,Foggy,Urban Road,Wet,Dark,Signs,79,28,None,Yes,Straight Road
Puducherry,2019,March,Thursday,22:44,Fatal,5,Cycle,11,2,Clear,Village Road,Dry,Daylight,Police Checkpost,65,31,None,Yes,Intersection
Puducherry,2018,April,Friday,15:35,Fatal,1,Bus,5,1,Rainy,State Highway,Damaged,Dark,Police Checkpost,58,77,None,Yes,Bridge
Maharashtra,2020,June,Sunday,12:28,Fatal,4,Car,12,0,Rainy,Village Road,Damaged,Dark,Police Checkpost,87,41,Valid,Yes,Bridge
Bihar,2020,November,Monday,20:49,Fatal,2,Bus,10,2,Foggy,Village Road,Damaged,Daylight,Police Checkpost,106,52,Expired,Yes,Bridge
Delhi,2022,August,Tuesday,11:09,Minor,2,Car,7,5,Clear,Village Road,Wet,Dawn,Signs,60,22,None,No,Curve
Odisha,2018,December,Thursday,22:33,Minor,1,Bus,5,0,Clear,State Highway,Wet,Daylight,Signs,51,52,Valid,No,Curve
West Bengal,2018,April,Wednesday,20:59,Serious,4,Cycle,8,1,Foggy,State Highway,Damaged,Dawn,Signals,37,24,Expired,No,Curve
Madhya Pradesh,2023,January,Thursday,23:47,Fatal,2,Pedestrian,5,5,Foggy,State Highway,Under Construction,Daylight,Signals,35,49,Valid,Yes,Intersection
Sikkim,2022,June,Monday,10:49,Fatal,2,Cycle,9,0,Clear,National Highway,Wet,Dusk,Police Checkpost,72,40,None,Yes,Bridge
Puducherry,2022,June,Saturday,23:43,Minor,5,Auto-Rickshaw,9,0,Clear,State Highway,Dry,Dark,Signals,78,49,Valid,No,Straight Road
Uttar Pradesh,2021,April,Wednesday,09:47,Fatal,3,Pedestrian,8,2,Stormy,State Highway,Under Construction,Dark,None,54,42,None,Yes,Intersection
Uttar Pradesh,2022,May,Thursday,03:50,Minor,5,Truck,15,5,Clear,Village Road,Wet,Dawn,None,98,12,Valid,No,Bridge
Sikkim,2018,June,Wednesday,16:31,Serious,3,Bus,10,1,Foggy,Urban Road,Damaged,Dawn,Signals,87,30,Expired,Yes,Straight Road
Andhra Pradesh,2018,April,Monday,20:13,Fatal,2,Auto-Rickshaw,12,1,Rainy,Village Road,Dry,Daylight,None,92,35,Valid,Yes,Bridge
Rajasthan,2018,February,Monday,07:01,Serious,1,Pedestrian,8,5,Clear,Urban Road,Under Construction,Dark,Signals,73,34,Expired,Yes,Curve
Andhra Pradesh,2021,January,Tuesday,03:21,Minor,1,Two-Wheeler,5,2,Stormy,State Highway,Under Construction,Dawn,None,46,33,Valid,No,Straight Road
Karnataka,2018,March,Sunday,03:39,Serious,2,Car,13,3,Foggy,Urban Road,Wet,Dark,Signals,118,26,None,Yes,Intersection
Haryana,2023,November,Friday,06:15,Minor,4,Bus,9,2,Stormy,Village Road,Wet,Dawn,Signals,64,50,Expired,No,Curve
Uttar Pradesh,2021,August,Wednesday,09:03,Serious,3,Cycle,11,0,Clear,Village Road,Dry,Daylight,Signs,101,41,Valid,No,Bridge
Haryana,2018,October,Monday,23:01,Minor,1,Car,9,1,Rainy,Urban Road,Damaged,Daylight,None,120,17,None,No,Intersection
Bihar,2023,October,Saturday,23:39,Fatal,3,Two-Wheeler,10,1,Clear,Urban Road,Wet,Dawn,None,83,15,None,Yes,Curve
Haryana,2019,October,Monday,20:38,Serious,4,Cycle,6,1,Stormy,State Highway,Dry,Daylight,Signs,31,47,Expired,Yes,Straight Road
Assam,2019,March,Friday,14:15,Minor,4,Cycle,14,5,Clear,Village Road,Wet,Dawn,Police Checkpost,107,34,Valid,No,Intersection
Assam,2022,May,Tuesday,01:19,Minor,1,Truck,7,3,Stormy,Village Road,Under Construction,Dawn,None,54,43,Valid,No,Intersection
Odisha,2020,October,Thursday,03:13,Fatal,5,Bus,12,0,Foggy,Urban Road,Under Construction,Dawn,Police Checkpost,76,46,None,Yes,Straight Road
Chandigarh,2020,January,Monday,12:52,Minor,5,Auto-Rickshaw,13,1,Clear,State Highway,Damaged,Dusk,Signals,100,52,Valid,No,Intersection
Maharashtra,2021,September,Tuesday,20:06,Fatal,3,Bus,8,4,Clear,Village Road,Dry,Dark,None,52,53,Valid,Yes,Intersection
Uttar Pradesh,2023,September,Friday,20:13,Minor,5,Pedestrian,12,1,Rainy,State Highway,Dry,Dusk,Signs,81,32,None,No,Bridge
Manipur,2023,April,Thursday,04:03,Minor,3,Car,8,1,Clear,Urban Road,Dry,Daylight,None,63,51,Valid,No,Straight Road
Karnataka,2022,December,Tuesday,08:14,Minor,1,Truck,8,2,Clear,Village Road,Dry,Daylight,Signs,109,24,Expired,No,Curve
Haryana,2022,October,Monday,01:04,Minor,2,Truck,13,0,Stormy,Urban Road,Dry,Dusk,Police Checkpost,114,49,Expired,No,Curve
Nagaland,2023,October,Thursday,07:37,Serious,1,Auto-Rickshaw,8,3,Foggy,Village Road,Dry,Dusk,Signs,84,56,None,No,Intersection
Goa,2022,January,Saturday,16:05,Minor,3,Auto-Rickshaw,12,5,Foggy,State Highway,Wet,Dusk,Signs,98,21,Expired,No,Intersection
Uttarakhand,2019,February,Sunday,18:06,Minor,1,Car,6,5,Rainy,State Highway,Under Construction,Daylight,None,44,54,Expired,No,Straight Road
Manipur,2019,December,Wednesday,18:24,Minor,4,Car,10,2,Foggy,Urban Road,Wet,Dark,Police Checkpost,59,48,Valid,No,Straight Road
Haryana,2020,January,Wednesday,22:36,Fatal,3,Cycle,6,3,Clear,Urban Road,Under Construction,Dawn,None,32,45,Expired,Yes,Bridge
Jammu and Kashmir,2022,November,Saturday,14:16,Minor,1,Cycle,3,1,Clear,Village Road,Wet,Dark,Signals,31,44,Expired,No,Bridge
Mizoram,2023,April,Sunday,00:59,Fatal,3,Auto-Rickshaw,9,0,Clear,Urban Road,Damaged,Dusk,Signs,65,51,Expired,Yes,Curve
Manipur,2020,April,Monday,16:38,Minor,2,Two-Wheeler,11,1,Clear,National Highway,Dry,Dark,Signals,93,28,None,No,Bridge
Andhra Pradesh,2018,November,Monday,09:44,Minor,1,Pedestrian,9,1,Clear,Urban Road,Damaged,Dark,Signs,98,34,Expired,No,Straight Road
Andhra Pradesh,2022,December,Friday,06:30,Minor,2,Bus,6,4,Rainy,National Highway,Dry,Dusk,Signals,59,44,Expired,No,Curve
Andhra Pradesh,2019,October,Monday,12:47,Minor,4,Truck,14,3,Clear,National Highway,Wet,Dark,Police Checkpost,112,25,None,No,Curve
Delhi,2021,July,Friday,06:50,Minor,1,Truck,7,0,Clear,Village Road,Wet,Dark,Signs,92,22,Expired,No,Curve
Tamil Nadu,2021,December,Monday,00:51,Fatal,1,Truck,3,3,Rainy,State Highway,Damaged,Dusk,Police Checkpost,30,54,None,Yes,Straight Road
Bihar,2022,January,Saturday,07:06,Serious,1,Auto-Rickshaw,2,1,Foggy,Village Road,Damaged,Dark,Signals,32,45,Expired,No,Curve
Kerala,2020,December,Sunday,14:53,Minor,1,Bus,7,5,Rainy,State Highway,Damaged,Daylight,Police Checkpost,96,35,Expired,No,Curve
Delhi,2022,January,Wednesday,11:58,Minor,5,Two-Wheeler,13,4,Rainy,National Highway,Wet,Dark,None,84,51,None,No,Curve
Rajasthan,2021,June,Sunday,12:23,Fatal,1,Auto-Rickshaw,7,1,Clear,State Highway,Under Construction,Dusk,Signs,80,17,Expired,Yes,Intersection
Odisha,2022,March,Wednesday,00:15,Minor,2,Bus,6,4,Rainy,Urban Road,Damaged,Daylight,Signals,37,18,None,No,Bridge
Maharashtra,2021,July,Saturday,11:39,Fatal,2,Cycle,9,4,Clear,Village Road,Under Construction,Dusk,Signs,101,45,Valid,Yes,Straight Road
Karnataka,2023,March,Tuesday,14:07,Fatal,3,Car,6,0,Clear,National Highway,Under Construction,Dusk,Signals,42,33,Expired,Yes,Curve
Meghalaya,2020,April,Wednesday,01:38,Fatal,5,Cycle,9,2,Stormy,State Highway,Dry,Dusk,None,49,49,Expired,Yes,Intersection
Madhya Pradesh,2021,August,Tuesday,07:36,Fatal,5,Cycle,15,4,Foggy,State Highway,Damaged,Dusk,Signs,105,24,None,Yes,Intersection
Nagaland,2021,April,Tuesday,21:37,Fatal,1,Bus,2,4,Clear,National Highway,Damaged,Daylight,None,39,38,Valid,Yes,Intersection
Andhra Pradesh,2019,February,Saturday,03:59,Serious,5,Two-Wheeler,12,4,Stormy,Village Road,Dry,Dawn,Police Checkpost,77,36,None,No,Intersection
Karnataka,2022,November,Tuesday,00:30,Serious,1,Bus,4,1,Clear,Village Road,Damaged,Dark,Signs,31,55,Valid,Yes,Straight Road
Manipur,2022,April,Sunday,12:56,Serious,1,Truck,9,0,Clear,Village Road,Dry,Dark,Signals,61,32,Valid,Yes,Curve
Odisha,2022,January,Thursday,07:51,Minor,5,Two-Wheeler,11,2,Clear,State Highway,Damaged,Dark,Signals,50,44,Expired,No,Intersection
Delhi,2019,June,Friday,08:27,Minor,2,Car,11,0,Clear,National Highway,Damaged,Dark,None,108,57,Valid,No,Straight Road
Puducherry,2020,December,Sunday,19:38,Minor,4,Car,10,0,Stormy,National Highway,Wet,Daylight,Signs,85,40,Valid,No,Intersection
Mizoram,2019,March,Monday,08:13,Minor,5,Truck,10,1,Rainy,Village Road,Under Construction,Dark,Signs,39,36,Expired,No,Intersection
Odisha,2023,March,Tuesday,14:28,Fatal,4,Truck,9,0,Clear,Village Road,Dry,Daylight,Police Checkpost,34,67,Valid,Yes,Bridge
Arunachal Pradesh,2021,February,Thursday,21:05,Serious,1,Two-Wheeler,6,0,Clear,Village Road,Wet,Dusk,Signals,75,28,None,Yes,Straight Road
Chhattisgarh,2021,May,Saturday,17:07,Fatal,2,Two-Wheeler,6,0,Clear,National Highway,Wet,Daylight,Signals,40,37,Expired,Yes,Intersection
Jammu and Kashmir,2019,October,Thursday,14:47,Minor,3,Pedestrian,11,3,Rainy,State Highway,Wet,Dark,Signs,96,41,Valid,No,Straight Road
Tripura,2021,March,Wednesday,21:42,Minor,1,Pedestrian,10,3,Clear,National Highway,Damaged,Daylight,Signs,107,62,None,No,Bridge
Delhi,2021,February,Thursday,18:19,Serious,2,Two-Wheeler,10,0,Clear,State Highway,Wet,Dusk,Police Checkpost,72,60,None,No,Intersection
West Bengal,2023,May,Tuesday,01:56,Minor,3,Car,13,5,Clear,Village Road,Damaged,Daylight,Signs,94,28,None,No,Bridge
Kerala,2019,April,Thursday,22:28,Serious,3,Truck,6,0,Rainy,National Highway,Damaged,Daylight,Signals,35,50,None,Yes,Curve
Uttarakhand,2020,December,Friday,08:50,Minor,3,Pedestrian,8,2,Foggy,National Highway,Wet,Dawn,None,61,28,Valid,No,Intersection
Punjab,2018,August,Tuesday,07:41,Serious,4,Pedestrian,7,2,Foggy,Village Road,Damaged,Dawn,None,30,62,Expired,Yes,Intersection
Telangana,2021,November,Tuesday,21:07,Fatal,5,Bus,9,5,Foggy,Urban Road,Wet,Dawn,Signals,45,46,None,Yes,Intersection
Tamil Nadu,2020,March,Thursday,11:18,Serious,2,Truck,12,2,Clear,National Highway,Damaged,Dusk,Police Checkpost,115,35,Valid,No,Curve
Tripura,2023,January,Saturday,19:52,Minor,5,Cycle,8,5,Clear,National Highway,Dry,Daylight,Police Checkpost,35,49,Valid,No,Straight Road
Punjab,2019,May,Saturday,11:21,Minor,4,Two-Wheeler,10,5,Clear,Village Road,Damaged,Dawn,Signals,66,69,Expired,No,Bridge
Manipur,2018,December,Sunday,17:19,Minor,5,Bus,7,3,Clear,Village Road,Wet,Dawn,Police Checkpost,34,46,Valid,No,Intersection
Puducherry,2019,May,Monday,19:01,Serious,3,Auto-Rickshaw,11,0,Foggy,Village Road,Damaged,Dark,Signals,99,40,Expired,Yes,Curve
West Bengal,2023,January,Tuesday,01:53,Fatal,4,Truck,10,0,Clear,National Highway,Dry,Dawn,Signals,73,62,Valid,Yes,Bridge
Jharkhand,2023,March,Saturday,07:47,Serious,5,Pedestrian,13,3,Foggy,National Highway,Under Construction,Dawn,Signals,59,46,None,No,Curve
Chandigarh,2021,February,Wednesday,21:34,Serious,4,Pedestrian,9,0,Clear,State Highway,Damaged,Dawn,Signs,46,40,Valid,Yes,Intersection
Chhattisgarh,2018,December,Friday,23:26,Fatal,5,Bus,12,2,Clear,State Highway,Damaged,Dusk,Signals,85,63,None,Yes,Curve
Manipur,2020,October,Wednesday,04:01,Fatal,3,Car,12,1,Clear,Urban Road,Under Construction,Dawn,Signals,98,26,Valid,Yes,Bridge
Tripura,2023,July,Saturday,07:12,Serious,1,Truck,4,0,Rainy,State Highway,Dry,Dawn,Police Checkpost,34,37,Expired,Yes,Straight Road
Meghalaya,2021,June,Wednesday,17:22,Fatal,1,Pedestrian,7,5,Rainy,National Highway,Dry,Dark,Signals,79,57,Expired,Yes,Curve
Haryana,2020,August,Sunday,15:30,Fatal,1,Auto-Rickshaw,6,3,Clear,Village Road,Damaged,Dawn,Police Checkpost,70,30,Valid,Yes,Intersection
Punjab,2018,December,Saturday,21:33,Minor,5,Bus,15,0,Stormy,Village Road,Under Construction,Dark,None,112,33,Expired,No,Curve
Meghalaya,2020,December,Thursday,23:40,Minor,5,Cycle,13,0,Stormy,Urban Road,Dry,Dawn,Signs,103,19,Valid,No,Curve
Goa,2021,June,Monday,01:18,Fatal,1,Car,5,2,Clear,State Highway,Wet,Dark,Signals,41,30,Expired,Yes,Curve
Goa,2023,March,Wednesday,22:59,Fatal,4,Two-Wheeler,11,3,Rainy,Village Road,Wet,Dawn,Police Checkpost,63,43,Expired,Yes,Intersection
Tamil Nadu,2022,November,Friday,19:19,Minor,3,Auto-Rickshaw,8,0,Foggy,National Highway,Dry,Dawn,Police Checkpost,61,56,Valid,No,Bridge
Puducherry,2021,October,Wednesday,22:23,Fatal,2,Truck,9,0,Rainy,National Highway,Wet,Dusk,Police Checkpost,93,38,None,Yes,Curve
Telangana,2019,January,Monday,14:47,Minor,3,Cycle,13,1,Foggy,Urban Road,Damaged,Dusk,None,117,36,None,No,Curve
Meghalaya,2019,June,Monday,18:08,Minor,2,Truck,5,2,Clear,Village Road,Dry,Dawn,None,33,39,Expired,No,Intersection
Uttar Pradesh,2020,August,Friday,05:52,Minor,3,Auto-Rickshaw,12,3,Stormy,Village Road,Wet,Dawn,Signals,97,30,Valid,No,Bridge
Uttarakhand,2019,June,Wednesday,21:12,Fatal,5,Auto-Rickshaw,15,4,Stormy,National Highway,Under Construction,Dark,Police Checkpost,115,40,Valid,Yes,Curve
Jammu and Kashmir,2019,January,Tuesday,18:58,Minor,5,Pedestrian,10,4,Rainy,Urban Road,Wet,Dark,Signals,70,53,Valid,No,Curve
Goa,2018,February,Tuesday,07:25,Minor,3,Truck,8,2,Clear,National Highway,Under Construction,Dusk,Police Checkpost,65,34,Valid,No,Curve
Puducherry,2022,April,Thursday,16:24,Serious,3,Car,12,3,Rainy,National Highway,Under Construction,Dusk,Signals,99,40,Expired,No,Intersection
Sikkim,2022,May,Monday,15:38,Minor,5,Bus,16,0,Clear,Village Road,Damaged,Dawn,Signs,102,46,Expired,No,Curve
Uttar Pradesh,2019,July,Monday,07:05,Fatal,5,Car,10,5,Clear,Urban Road,Damaged,Dusk,Signs,44,40,None,Yes,Curve
Uttarakhand,2022,June,Sunday,15:11,Serious,1,Truck,4,0,Rainy,National Highway,Damaged,Dawn,Signs,42,21,Valid,No,Intersection
Uttarakhand,2018,March,Sunday,19:29,Fatal,2,Car,10,2,Foggy,State Highway,Damaged,Dawn,Police Checkpost,86,56,Valid,Yes,Bridge
Sikkim,2022,February,Thursday,01:15,Minor,4,Pedestrian,8,1,Rainy,Village Road,Wet,Dusk,Signals,34,26,None,No,Intersection
Uttar Pradesh,2022,November,Friday,12:08,Fatal,2,Truck,7,5,Clear,State Highway,Damaged,Daylight,Police Checkpost,73,31,Expired,Yes,Curve
Madhya Pradesh,2022,August,Sunday,01:06,Minor,3,Truck,10,5,Rainy,National Highway,Wet,Dusk,Signals,114,47,Expired,No,Bridge
Telangana,2023,January,Monday,07:41,Minor,1,Car,4,1,Clear,State Highway,Dry,Daylight,Signals,75,49,None,No,Intersection
Meghalaya,2021,September,Friday,09:01,Minor,2,Truck,4,3,Clear,National Highway,Dry,Dark,None,35,56,None,No,Bridge
Tripura,2018,September,Wednesday,05:05,Fatal,2,Two-Wheeler,6,0,Clear,State Highway,Under Construction,Dusk,Police Checkpost,56,52,None,Yes,Straight Road
Puducherry,2018,July,Monday,15:17,Fatal,4,Cycle,10,3,Clear,State Highway,Dry,Dawn,None,70,29,None,Yes,Curve
Maharashtra,2021,January,Friday,12:58,Serious,1,Pedestrian,10,4,Clear,Village Road,Wet,Dark,Police Checkpost,91,58,None,Yes,Curve
Tamil Nadu,2023,January,Monday,09:47,Minor,5,Car,11,5,Clear,Village Road,Under Construction,Dusk,Police Checkpost,44,16,Expired,No,Intersection
Chandigarh,2021,March,Friday,09:14,Minor,3,Two-Wheeler,12,1,Foggy,Urban Road,Dry,Dusk,Signals,106,39,Expired,No,Intersection
Andhra Pradesh,2020,June,Monday,23:39,Serious,2,Pedestrian,6,2,Foggy,Village Road,Under Construction,Dawn,None,50,39,Valid,No,Curve
Chhattisgarh,2020,August,Sunday,04:02,Fatal,4,Bus,11,2,Foggy,State Highway,Dry,Dusk,Signs,74,34,Valid,Yes,Intersection
Mizoram,2019,January,Saturday,05:06,Fatal,3,Cycle,14,3,Rainy,Village Road,Dry,Dusk,None,109,33,Valid,Yes,Bridge
Madhya Pradesh,2018,June,Thursday,14:58,Minor,5,Auto-Rickshaw,15,2,Foggy,State Highway,Under Construction,Dawn,Signals,97,36,Valid,No,Straight Road
Himachal Pradesh,2019,February,Friday,18:24,Fatal,2,Car,6,5,Clear,National Highway,Under Construction,Dawn,None,49,13,Valid,Yes,Intersection
Bihar,2018,July,Wednesday,12:55,Fatal,5,Car,10,1,Foggy,State Highway,Wet,Dark,Signs,55,37,Valid,Yes,Straight Road
Tripura,2023,June,Saturday,02:50,Minor,1,Pedestrian,7,4,Rainy,Village Road,Under Construction,Dark,Signals,89,73,Expired,No,Straight Road
Gujarat,2018,July,Tuesday,05:17,Fatal,2,Cycle,9,5,Stormy,State Highway,Damaged,Dark,Signs,78,57,None,Yes,Straight Road
West Bengal,2020,November,Thursday,06:19,Minor,1,Pedestrian,3,0,Stormy,Urban Road,Wet,Dark,None,32,42,None,No,Bridge
Andhra Pradesh,2020,April,Saturday,11:30,Serious,5,Bus,13,4,Rainy,Village Road,Wet,Dusk,Police Checkpost,101,34,Valid,Yes,Bridge
Arunachal Pradesh,2020,July,Wednesday,22:14,Serious,5,Two-Wheeler,9,5,Clear,National Highway,Dry,Dawn,Police Checkpost,35,32,Valid,No,Curve
Madhya Pradesh,2020,April,Sunday,02:22,Minor,5,Cycle,13,4,Clear,State Highway,Under Construction,Daylight,Police Checkpost,58,41,Valid,No,Bridge
Andhra Pradesh,2023,September,Tuesday,20:07,Serious,3,Car,11,1,Rainy,National Highway,Wet,Dusk,Signs,91,52,Expired,No,Bridge
Tamil Nadu,2020,November,Monday,06:58,Serious,4,Cycle,13,1,Foggy,Village Road,Damaged,Dusk,Signs,114,25,None,Yes,Curve
Nagaland,2023,December,Saturday,14:42,Fatal,3,Pedestrian,10,1,Foggy,National Highway,Under Construction,Dawn,None,74,53,Valid,Yes,Intersection
Bihar,2018,July,Friday,08:01,Minor,4,Car,8,4,Clear,Urban Road,Wet,Daylight,Signals,34,23,None,No,Intersection
Jharkhand,2022,July,Wednesday,02:03,Minor,4,Auto-Rickshaw,10,3,Rainy,Village Road,Damaged,Dawn,Police Checkpost,87,51,Expired,No,Curve
Tripura,2019,October,Friday,17:38,Minor,4,Truck,9,2,Foggy,State Highway,Damaged,Daylight,Signals,51,39,None,No,Bridge
Rajasthan,2018,January,Saturday,09:34,Minor,1,Auto-Rickshaw,9,5,Clear,National Highway,Under Construction,Dawn,Signs,94,50,None,No,Bridge
Tripura,2020,April,Monday,00:36,Minor,1,Pedestrian,9,1,Rainy,National Highway,Wet,Dark,Signals,85,37,None,No,Straight Road
Mizoram,2023,December,Saturday,01:53,Fatal,3,Two-Wheeler,10,4,Rainy,National Highway,Under Construction,Dawn,None,53,41,Valid,Yes,Intersection
Jammu and Kashmir,2018,March,Monday,07:46,Minor,3,Pedestrian,9,3,Snowy,Village Road,Dry,Daylight,Signals,57,26,Expired,No,Intersection
Haryana,2021,September,Tuesday,19:09,Serious,4,Truck,13,4,Clear,Village Road,Under Construction,Dusk,Signals,104,75,Expired,No,Straight Road
Jammu and Kashmir,2022,July,Wednesday,04:35,Serious,3,Bus,12,1,Clear,State Highway,Damaged,Dusk,Signals,93,58,Expired,Yes,Curve
Uttar Pradesh,2021,December,Thursday,06:25,Fatal,3,Pedestrian,7,2,Foggy,State Highway,Wet,Dark,Police Checkpost,51,48,Expired,Yes,Straight Road
Arunachal Pradesh,2022,November,Wednesday,14:43,Minor,2,Truck,10,1,Rainy,Urban Road,Under Construction,Dawn,None,76,36,None,No,Bridge
Uttarakhand,2018,December,Monday,16:47,Minor,2,Auto-Rickshaw,10,2,Rainy,National Highway,Dry,Dawn,Police Checkpost,90,58,Expired,No,Curve
Chhattisgarh,2022,July,Thursday,00:49,Minor,1,Bus,4,5,Clear,Urban Road,Under Construction,Daylight,None,33,59,None,No,Curve
Bihar,2019,October,Thursday,18:48,Fatal,2,Auto-Rickshaw,6,5,Clear,State Highway,Damaged,Dawn,Signs,42,53,None,Yes,Curve
Manipur,2020,November,Wednesday,02:53,Minor,1,Two-Wheeler,5,3,Stormy,National Highway,Wet,Daylight,Signals,33,28,None,No,Straight Road
Chandigarh,2021,January,Thursday,06:37,Fatal,3,Truck,13,4,Rainy,Urban Road,Under Construction,Dark,Police Checkpost,117,31,Expired,Yes,Curve
Andhra Pradesh,2019,October,Thursday,06:21,Serious,1,Pedestrian,4,0,Clear,National Highway,Dry,Dark,None,53,33,Expired,No,Curve
Haryana,2021,March,Tuesday,14:20,Minor,3,Truck,10,0,Clear,State Highway,Dry,Dusk,Signs,84,39,Valid,No,Curve
Manipur,2022,January,Tuesday,10:05,Fatal,5,Auto-Rickshaw,15,0,Clear,State Highway,Dry,Dusk,Signs,78,38,Valid,Yes,Intersection
Manipur,2020,August,Sunday,02:36,Minor,3,Cycle,9,5,Foggy,Village Road,Dry,Dusk,Police Checkpost,64,50,Valid,No,Curve
Tamil Nadu,2019,May,Friday,06:32,Minor,5,Bus,10,4,Stormy,Urban Road,Damaged,Daylight,Signals,55,68,Expired,No,Straight Road
Tamil Nadu,2018,March,Sunday,10:54,Minor,3,Car,13,3,Clear,Village Road,Dry,Dark,None,120,47,Valid,No,Bridge
Odisha,2021,January,Tuesday,05:21,Serious,5,Bus,14,5,Clear,National Highway,Wet,Daylight,Signals,101,60,None,Yes,Curve
Chhattisgarh,2020,December,Tuesday,06:33,Fatal,2,Truck,10,1,Rainy,Village Road,Wet,Daylight,Police Checkpost,80,44,None,Yes,Curve
Kerala,2022,August,Thursday,23:34,Fatal,5,Bus,10,3,Rainy,State Highway,Wet,Dawn,None,53,45,Valid,Yes,Straight Road
Madhya Pradesh,2021,June,Wednesday,22:30,Serious,4,Auto-Rickshaw,8,2,Clear,National Highway,Under Construction,Dark,None,33,47,Valid,Yes,Straight Road
Chhattisgarh,2018,January,Sunday,08:45,Fatal,3,Bus,13,2,Stormy,Urban Road,Damaged,Dawn,None,108,53,None,Yes,Intersection
Chhattisgarh,2023,July,Thursday,11:29,Serious,4,Auto-Rickshaw,10,5,Clear,National Highway,Wet,Dark,Signs,55,40,None,Yes,Curve
Chhattisgarh,2021,July,Friday,00:17,Minor,5,Pedestrian,13,0,Foggy,State Highway,Damaged,Dark,Signs,76,24,Expired,No,Straight Road
Tripura,2021,September,Thursday,14:12,Fatal,1,Cycle,6,3,Stormy,National Highway,Wet,Dusk,None,70,38,None,Yes,Curve
Delhi,2022,June,Sunday,05:00,Minor,3,Auto-Rickshaw,7,3,Rainy,National Highway,Wet,Dark,Signals,46,74,None,No,Intersection
Himachal Pradesh,2023,October,Sunday,05:31,Fatal,4,Cycle,9,3,Clear,Urban Road,Under Construction,Dawn,Police Checkpost,42,36,Expired,Yes,Intersection
Uttarakhand,2022,October,Sunday,14:59,Minor,3,Cycle,5,1,Clear,State Highway,Damaged,Dawn,None,52,36,None,No,Curve
Delhi,2021,February,Friday,09:33,Fatal,4,Cycle,7,4,Rainy,State Highway,Wet,Dusk,Police Checkpost,36,41,Valid,Yes,Curve
Punjab,2023,June,Monday,10:40,Minor,4,Truck,9,4,Rainy,National Highway,Dry,Dawn,Police Checkpost,60,39,Valid,No,Curve
Mizoram,2020,July,Thursday,12:43,Serious,3,Auto-Rickshaw,7,2,Foggy,Urban Road,Damaged,Daylight,Signals,41,33,Valid,Yes,Straight Road
Andhra Pradesh,2018,December,Thursday,18:18,Minor,5,Cycle,11,2,Stormy,Village Road,Damaged,Dawn,Police Checkpost,58,52,Expired,No,Curve
Chhattisgarh,2020,January,Wednesday,07:24,Minor,5,Two-Wheeler,16,3,Clear,Village Road,Under Construction,Dark,None,98,40,Valid,No,Intersection
Nagaland,2022,July,Thursday,08:45,Minor,1,Car,10,3,Foggy,Urban Road,Wet,Daylight,Signs,93,53,Expired,No,Intersection
Sikkim,2021,March,Wednesday,00:05,Serious,4,Pedestrian,11,5,Clear,State Highway,Damaged,Dawn,Police Checkpost,87,57,Expired,No,Intersection
